ID,title,type,message,Class,Sub 1,Sub 2,Sub 3,Sub 4,Sub 5
69914,Dogs were set loose on #NoDAPL protesters trying to block the Dakota Access Pipeline.,post,"America, America,  America.. they call themselves hero but they destroys their peoples culture, life and native people and then saying to our country stop with those judicial killings to our president when their businesses destroys their people's homeland. How hypocrite American government is. To be honest those native Americans are the real Americans. The American government whose stealing lands and killing those nagive people and do it again and again are the real wicked and villains who do it for fheir own greed and selfishness. Thanks to this video it reminds me that I am not still blinded by this government problems of your country hope this natives finds the real justice on their system..",Hateful,Specific nation(s),,,,
69975,Dogs were set loose on #NoDAPL protesters trying to block the Dakota Access Pipeline.,post,"Where are there rights we were push out of a clean land and now they want to destroy another these morons just wants money no care for  others homes, life  etc. I hate greed we don't need pipeline solar power",Hateful,Humiliation,Humanity,,,
70126,Who Really Calls The Shots In North Korea?,video,I hate north korea,Hateful,Specific nation(s),,,,
70220,"They stood up to police brutality and fed poor kids. They were hated by the FBI.

Meet the Black Panther Party.",post,"America has long had a serious problem because of greedy arrogant white supremacist and nazi trash.

Those types have always sought to discredit or destroy anyone or any group that does not serve or submit to their will.",Hateful,Racist towards white,Towards wealthy people,,,
70443,"This orchestra of classically trained musicians is composed of Syrian migrants.

(Correction: The Syrian Expat Philharmonic Orchestra is composed mostly of Syrian migrants, not refugees.)",post,"Our forefathers didn't flee our homeland they stayed and fought and bought ""OUR"" freedom with their blood and lives!
Being great musicians doesn't mean we have to let a bunch of them in our country so that evil murdering Islams can sneak in and murder!!!!
I'm glad to send these fine artists guns and enough ammo to secure their freedom, then that accomplished they don't have anymore to use to kill none Islams!!!
I'm glad my forefathers fought to give me the right to say that!!!
Stay home, fight your own battles, don't bring em to us!",Hateful,Towards Islam,,,,
70730,One Woman Vs. 300 Neo-Nazis,video,I hate muslims!!!  I dont like finland mens snd is get sex finland kids. And sey finland is rasist i m sey saatanan muslimit. I join neo nazis and get finland money pack home world,Hateful,Towards Islam,Specific nation(s),,,
71123,Bottled Air A Hit In Smog-Filled China,video,YOU GREEDY DIRTBAG,Hateful,Specific person,Humiliation,,,
71129,Bottled Air A Hit In Smog-Filled China,video,"reminds me of the lorax, LET IT GROW U GREEDY DIRTBAG",Hateful,Specific person,Humiliation,,,
76193,Mark Zuckerberg sued Native Hawaiians to force them to sell their land. And it was all to secure his 700-acre island getaway.,post,Mark Zuckerberg convinced Hawaiians to sell their land when some of  the refused to do so. He steals it by fencing the the land he bought knowing that with in that land there's someone land and the Hawaiians can't go there because it's considered trespassing how  the hell are they supposed to go to their land?  On top that he  convinced  Hawaiians to sell their land  so cheap I mean $ 400 seriously ?,Hateful,Specific person,Accusations,,,
76207,Mark Zuckerberg sued Native Hawaiians to force them to sell their land. And it was all to secure his 700-acre island getaway.,post,"Really Mark Zuckerberg, as a Jewish man you know the history of your ancestors.  The Holocaust has caused so much atrocities to your people and so many others.  You're no different than the Nazi regime who took your ancestors possessions.  You're desecrating graves plus stealing land from Hawaiians.  They feel lost and have no foundation because of your greed.  Hawaii now looks like a home for merchants and no longer natural beauty.  The state of Hawaii should be protected for its natural resources.  It's against the law to desecrate Jewish artifacts, land & religious synagogues.  Why Mark?  Why?  You portray the look of a fair plus innovative person but your actions speaks volumes.  😭 sad situation.",Hateful,Specific person,,,,
76212,Mark Zuckerberg sued Native Hawaiians to force them to sell their land. And it was all to secure his 700-acre island getaway.,post,Mark Zuckerberg was wrong he should consulted with the people first. I am sure his lawyer informed him of the conditions of the land and how it is handed down from generation to generation. But because he has a lot of money does not give him the right to STEAL......or does it...in any case he is still wrong!!,Hateful,Specific person,Accusations,,,
76321,Mark Zuckerberg sued Native Hawaiians to force them to sell their land. And it was all to secure his 700-acre island getaway.,post,"The more I learn about America, the more I hate about their greedy ways. To the white men, enough isn't enough. You have already own territories outside the U.S why must you want more!? You have rob the Native Americans/Native Hawaiians/Peurto Ricans/Carib, Arawak and Ciboney Indians from the Virgin Islands/Chamorro from Guam from their homes and you have strip them from their cultural. Why must you want more?!",Hateful,Specific nation(s),,,,
76366,Mark Zuckerberg sued Native Hawaiians to force them to sell their land. And it was all to secure his 700-acre island getaway.,post,"Wow mark zuckerburg, way to be a douche!! Why don't you take a stand and fight for these people instead of stealing their land for your own selfish use!",Hateful,Specific person,Accusations,,,
78719,This man literally struck gold when he stole a bucket full of gold flakes in broad daylight. Now the NYPD is after him and the $1.6M worth of gold.,post,"Haha! Good for him! 👍🏻 hoping he gets away with it. Would have just gone into the usual greedy corporate hands anyways. Do some good with it bud, pay something forward then take off somewhere sunny!!!",Hateful,Corporations,,,,
78766,This man literally struck gold when he stole a bucket full of gold flakes in broad daylight. Now the NYPD is after him and the $1.6M worth of gold.,post,"The US been stealing gold for ages all over the world
What the hell the are complaining about
N who the hell left all that gold unattended",Hateful,Specific nation(s),Accusations,,,
78956,U.K. PM Theresa May meets with President Trump to discuss strengthening the U.S.-Britain relationship.,post,For the next 4 years we have no other choice than these racist fools. It's going to get worse but I think tying yourself to the USA is the only way forward. I hate it but what else?,Hateful,Politics,Humiliation,,,
79521,"“36 million hearts are breaking with yours.” 

Justin Trudeau had a strong message for Muslims after the mosque attack. - With Ahmed Shihab-Eldin",post,"What Canadian mining companies are doing to Mexicans (stealing their land, forcing them out, polluting our soil, polluting our groundwater tables) is also TERRORISM, and nobody talks about it! 

Stop hypocrisy!",Hateful,Specific nation(s),Accusations,,,
80896,,post,"AJ+ you suck for putting all-black in the caption of the video. This created an unnecessary racial divide for no reason. Instead of focusing on what a great concept this is, the fact that the president of the club herself said, ""Any woman can join"" regardless of race just further proves it. Imagine another biker club that just so happened to be all white or all Mexican and that was posted in the caption. People would be going off about that. How about we protest an edit to have it say all-female? It just leads us into unnecessary racial tension. For what? More comments? More attention? I hate shitty media outlets but I love what this club is doing! #empowerfemales ❤",Hateful,Towards AJ+,,,,
81493,"“I’m not racist. I am against Islam.”

A French-Muslim young man was racially abused because he just asked when the next bus was coming.",post,"I am not a racist, i hate europeans, but only Christian Europeans.. Where is the problem, i hate Chrestians, but love Muslim Eurpoeans 😂😂😂😂 
I wounder, what would happen, if it was an arab or Muslim, who said that!? 🤔
Stupidity is something made me angry..
I would say, i hate stupid ppl,would it be considered as racism 😂...",Hateful,Religion,,,,
81591,"“I’m not racist. I am against Islam.”

A French-Muslim young man was racially abused because he just asked when the next bus was coming.",post,"No disrespect no anyone. But I find most of French people very arrogant, stuck up, unhelpful I can go on. I went on holiday first time to France and boy did I hate it. No one wants to help. Specially if ya skin ain't white. I missed 🇬🇧 for the first time ever. Thought to ma self ain't no better place then 🇬🇧. I never go again.",Hateful,Specific nation(s),,,,
83202,Sex Education In America: A Brief History,video,I hate Ronald Reagan,Hateful,Specific person,,,,
84042,Why Trump Supporters Love Him So Very Much,video,"@AJ+

Perhaps, just once, only once, make a video thats made by a decent reporter. Real reporter. You know, those guys who aren't taking sides when delivering the news. Perhaps make a video how ''the other side'' (including your own fascist islamic organization) uses bullying all the time.

Or at least explaing why do you wan't regressive left to win in the west? Is it because you are being funded by disgusting islamic murderers from Qutar?

Even if I hate Trump, I'll automaticaly support him, because at least he is against muslims. And it is disgusting people like bullys and liers from AJ+ and other regressive left media thats being supported by islamists, that made me think this way. Thanks regressives.",Hateful,Towards AJ+,,,,
86071,14 San Francisco Cops Vs. Homeless Man With One Leg,video,Filthy fat foot fucking cock suckers I hate them,Hateful,Towards law enforcement,Swearing,,,
86808,Cereal Is The Only Thing on the Menu,video,God I hate rich hipsters...,Hateful,Towards wealthy people,,,,
86854,Teacher Compliments Students And It's Turning His Classroom Around,video,"I think this channel is shit, I hate you, I hate anyone who falls for the propaganda, I hate Islam , AJ was created by the Qatar government which sends money to isis",Hateful,Towards Islam,Towards AJ+,Terrorism,,
86903,The Burn ISIS Flag Challenge,video,"I'm fine with Muslims, I hate Islam because I know it's a lie, I even have had a Muslim girlfriend so it's obvious that I don't hate Muslims, just their belief. It does say kill unbelievers in the Quran, so either most Muslims aren't real Muslims or you don't agree with Islam, because if you did you would be killing unbelievers and you can't say that it doesn't say to kill unbelievers, it even says that killing, committing Jihad is a duty.

Read Quran 2:216 and 2:191-193, read this entire page and tell me how peaceful Islam is after it tells Muslims to kill people http://www.thereligionofpeace.com/pages/quran/violence.aspx",Hateful,Towards Islam,,,,
86918,The Burn ISIS Flag Challenge,video,"strongly religious muslims are the stupidest kind of people that are currently breathing earth's air... how can you even argue that non-islamic terror acts were much more bad? we are living in the PRESENT, not in the fucking past! everything the catholics did was cruel and bad but that was in the fkin MIDDLE AGES! 

see, this is Islam's problem... the beliefs and the whole thing around that stupid religion is so backward and medieval!",Hateful,Towards Islam,,,,
86922,The Burn ISIS Flag Challenge,video,"Fuck islam
Allah u Fuckbar",Hateful,Towards Islam,Swearing,,,
86943,The Burn ISIS Flag Challenge,video,Fuck Islam,Hateful,Towards Islam,Swearing,,,
86944,The Burn ISIS Flag Challenge,video,"fuck muslims, fuch allah
religion makes people killin each others",Hateful,Towards Islam,Swearing,,,
86945,The Burn ISIS Flag Challenge,video," The Hypocrisy of Muslims is soo funny! 
Death to All Religions...",Hateful,Religion,,,,
86947,The Burn ISIS Flag Challenge,video,"FUCK ISIS, the ZIONIST proxy and cancer of islam.

Unfortunately, muslim people are so stupid that they still continue to welcome wahhabi people (allahou akbar, all muslim countries will be unified thanks to israhell)",Hateful,Towards Islam,Swearing,,,
86955,The Burn ISIS Flag Challenge,video,Fuck u matherfuckin cowerds how to born shahada u basterds fuck u mathafucka this is the islamic state the islamic khilafah it will be raise in front of your eyes coweds..,Hateful,Swearing,,,,
86986,The Burn ISIS Flag Challenge,video,"ISIS beheads children and forces women to sex slavery. Death to ISIS,death to Islam.",Hateful,Towards Islam,Terrorism,Promoting violence,,
86995,Suicide Bomber Attacks Egypt's Karnak temple,video,Islam is cancerous poison.,Hateful,Towards Islam,,,,
87107,The Confederate Flag: Southern Pride Or History Of Hate?,video,I hate the confederate flag,Hateful,Politics,,,,
59677,,post,"The more comments I read the more I hate humanity. God will give you your deserved punishment because you stop the adhan. This is important for muslims. If we have made a mistake, then only that we have trusted the humanity. The country belongs anyway to the Palestinians.",Hateful,Humanity,Promoting violence,,,
87147,Nicaragua's Enormous Canal Will Split The Country In Two,video,Lifting Nicaragua out of poverty? Daniel Ortega and his cronies are the ones stealing. Kill him and the country will no longer be poor. Matá a Ortega!!!,Hateful,Specific person,Promoting violence,,,
88458,Bernie Sanders Vs. Hillary Clinton On The Death Penalty: Democratic Debate,video,You guys are pussies an eye for an eye a life for a life wtf I'll be luxury to kill someone I hate and then spend the rest of my life living off of taxes when I'll be cheaper to use one bullet,Hateful,Promoting violence,,,,
89084,Ever wondered what President Trump would look like as a refugee?,post,Nobody cares what Trump would look like as a refugee. If only you knew how the refugees are destroying the European countries that took them in you wouldn't want then here. But you don't care about America enough to comprehend this. So why don't you invite then into your own house and when they steal or kill you the rest of us will only blame your dipshit ass. Veterans before refugees. Americans before refugees. Get that through your thick skulls.,Hateful,Xenophobia,,,,
89170,Miami Cop Punching Handcuffed Man (VIDEO),video,"thats how you know the racist white supremacist and his minioins...they will exhibit, hipocrosy, lie, decieve, pervert, degenerate, steal, conspire, torture, maim, spread mayhem, and then claim things like, caring,freedom, justice, democracy, love, diverstity, and tolerance..etc..etc... but what will be going on in reality will be something totally different....",Hateful,Racist towards white,,,,
89203,"These Mayan weavers are tired of fashion brands exploiting their designs, so they're fighting back.",post,"Good luck to you, I have so much hatred for companies that exploit this type of labour and make millions selling it on.  I have tried to set up my brand with only hand made items as best I can.  Everything is done in house by myself in the U.K. and sold in the U.K. If I can't make it, I don't sell it.  I would love the rest of the world to follow suit but the greedy capitalist world we live on controls us and peoples attitude to get others to do things they can't be bothered with is allowing them to continue. Give credit where credit is due and pay people for their art. I hope they win it.",Hateful,Corporations,,,,
89472,Arm yourself with information. Here are 4 important facts about white hate in America.,post,"The white man has had his day and now its coming to an end just like ALL of the other oppressors in times past...even racist bill o'reiley recognizes it..he said that their is an attack on the white establishment....well what did you think was going to happen when the entire world of people of color in some way shape or form has been  affected by the evil acts of the white race...the romans were the same way...blood thirsty, greedy terrorist",Hateful,Racist towards white,,,,
90251,Women Driving Rickshaws In India Angers Some Men,video,Ugh so many men in India are misogynistic assholes. I hate that that is the societal norm there.,Hateful,Specific nation(s),,,,
92384,Anti-Muslim Protests Fail To Draw Crowds,video,I hate these ugly ass white people... Surprised the KKK didn't come. People are afraid of Muslims for no reason. DAMN! GROW UP!,Hateful,Racist towards white,,,,
92809,"In Gaza, One Man Wields Solar Power To Purify Water",video,"Be careful, they Israelis might just come and bomb it",Hateful,Specific nation(s),,,,
92926,Angela Merkel's Message To The World About The Refugee Crisis,video,"ANGELA MARKEL and the people of Germany, The People of Europe everyone contains additional heart for HUMANITY.Like The Philippines Malaysia, Indonesia and Thailand And Australia, because helpless people while needs help they came forward to them.Almighty God must help them.I love them i appreciate them other hand those who created this situation I hate them. world when become free from unrest and friendly and enough emotional cooperated when the evil people become like additional hearted human being to bring peace for all who knows?To my understanding those are the devil people who are doing aggression,occupation, aggressive, killing human being,doing communal activities,offensive activities,and strongly,blindly support them.these people are ""IBOLA"" and AIDS virus of this peaceful world.How to protect protect them   how to prevent them how to stop them how to destroy them how to vanish them,WHO knows? I don't know.",Hateful,Politics,,,,
93037,Blatant Racism At Red Bull Sports Event In Russia?,video,"Yes, White countries are evil and racist, therefore, to be safe, ONLY White people should live there. Please Non-Whites, stay away for your own good. The White man will just steal your inventions and oppress you, you know, because you're superior to the White man. For your own good, stay the fuck out of White countries. Create a civilization in your own lands you worthless fucks. PS: Fuck you white cucked liberals. You're the cancer of the world--kill yourselves.",Hateful,Racist towards white,Swearing,,,
93282,Hungarian Police Pepper-Spray Refugees Seeking To Avoid Camps,video,Why not shooting the terrorist shit???,Hateful,Terrorism,Promoting violence,,,
93522,"Ex-Hedge Fund Guy Raises Price Of AIDS Drug Daraprim By 5,000 Percent",video,"I keep asking please america let me shoot these types of people i do not feel any sympathy for selfish people like that, i can get the job done and take a selfie afterwards",Hateful,Promoting violence,,,,
93674,Ariana Grande Shuts Down Radio Hosts Over Sexist Interview Questions,video,this is why I hate ariana,Hateful,Specific person,,,,
94071,Are Arabs 'White'?,video,I hate liberals,Hateful,Politics,,,,
94180,Human Rights Abuses In Modi's India,video,This video is *poop*. Misleading information without any evidence. Modi has been cleared off by the Supreme Court. So basically AJ+ wants expect someone to apologize for something he has not done. Aj+ is one of those channels who celebrate Islamic mass shootings.,Hateful,Towards AJ+,,,,
94211,Australian Man Sums Up Anger Over Police Brutality In America,video,american cops are pussies . they think their all that because they have a gun. without guns their shit.,Hateful,Towards law enforcement,Specific nation(s),Swearing,,
94501,Video Shows South Carolina Police Officer Shooting Unarmed Black Man To Death,video,Fuck the Police!,Hateful,Towards law enforcement,,,,
94512,Video Shows South Carolina Police Officer Shooting Unarmed Black Man To Death,video,His gun sound like a pussy ass gun I would had litarry smoked him with 1 shot with my Ar 15 then shoot the full clip in his head,Hateful,Promoting violence,,,,
94569,Video Shows South Carolina Police Officer Shooting Unarmed Black Man To Death,video,"This cop should be put to death.  caught clearly planting the taser on the ground after claiming the subject tried to steal it.  Then unload almost if not a full clip, pretty much point blank when hes running AWAY from him.  This may be the most disgusting thing I have ever seen.  Not proud to be an american right now.....",Hateful,Promoting violence,,,,
94588,Video Shows South Carolina Police Officer Shooting Unarmed Black Man To Death,video,I swear I hate all fucking cops. When I was a kid my dream was to be a police officer. Now I'm convinced they're all cowards...every single one of them shoots 1st at the first heartbeat of adrenaline. They have no hand to hand combat skills at all. Just draw your gun and shoot to kill when you get scared. Straight pussys! I have a son and I would never encourage him to be a police officer. EVER. WHY WOULD I WANT MY CHILD TO GET A JOB AS A COWARD KILLER WITH A BADGE..,Hateful,Towards law enforcement,Swearing,,,
94915,"Angelina Jolie brings attention to the 75,000 Syrians stranded on Jordan's border.",post,"Politicians don't give a sh;+ about the people that gave them the power, they are full of hypocrisy, lies and greed; the only thing they think about before convincing innocent people to vote for them is their own pockets.... I don't consider any of the politicians my leaders because I know that a true leader don't need to be in power to show he/she would stand for his/her people.... 
Forget about religions , they divide us 
Forget about politics, they slave us",Hateful,Politics,Swearing,,,
95812,When Media Coverage Of Gaza And Israel Becomes The Story,video,The people in gaza deserve to die after shooting rockets on israel 14 years and digging tunnels for terror.,Hateful,Promoting violence,,,,
96307,This Gum Cures Islamophobia,video,STUPIDEST VIDEO EVER. Oh it's an AJ video. that explains a lot.,Hateful,Towards AJ+,,,,
96498,This Gum Cures Islamophobia,video,I hate Muslims! Stay out of Japan you woman haters!,Hateful,Towards Islam,,,,
96863,Israeli Settlements Explained,video,"Israel must be nuked, & All Israelis will be gone to hell for stealing from the Palestinians & murdering millions.",Hateful,Specific nation(s),Promoting violence,,,
96957,Man Killed By Taser,video,"American cops are the worst! Fucking dogs, should shoot them on the spot for shit like this. Law enforcers... yeah right.",Hateful,Specific nation(s),Towards law enforcement,,Promoting violence,
97209,Yazidi Sisters Share What ISIS Slavery Was Like,video,"This is islam and Islam is SATAN

I.   I
S.  STEAL
L.  LIE
A.  AND
M. MURDER",Hateful,Towards Islam,,,,
97267,Yazidi Sisters Share What ISIS Slavery Was Like,video,I hate ISIS so much! Death to the Khawarij !!!!!!!!!!!,Hateful,Terrorism,,,,
97592,"Children Are Starving To Death In Madaya, Syria",video,fuc amirica+ rusia+ france+britania+israil+arabe,Hateful,Specific nation(s),,,,
98238,"People are protesting the construction of a 1,100-mile pipeline that will carry crude oil from North Dakota to Illinois.",post,"So this pipeline is on reservations? Why does the pipeline need to disrupt the reservation? Hasn't enough treaties been broken? Obviously not, all for greedy big corporations!",Hateful,Corporations,,,,
98243,"People are protesting the construction of a 1,100-mile pipeline that will carry crude oil from North Dakota to Illinois.",post,"Amerika is greedy and hungry for oil from ME, Africa, Latin America and all the way to lands of Natives.",Hateful,Specific nation(s),,,,
98298,"People are protesting the construction of a 1,100-mile pipeline that will carry crude oil from North Dakota to Illinois.",post,"But isn't this how the US government have always dealt with the Indigenous peoples? Steal the land, give back a bit less on a treaty and steal or use the rest later...It's outrageous and wrong but the pipeline will come about...Oil is more precious to the gov, than the people of any nation, as we're seeing with the Middle East...",Hateful,Politics,Specific nation(s),,,
98809,An imam and a worshipper were shot dead in New York. Is hate speech by political leaders to blame?,post,Stupid fat Americans can only shoot. Be a man and fight with your knuckles. F** USA. The stupiest country on earth. Its time that muslims arm theirselve over there.,Hateful,Specific nation(s),Humiliation,Swearing,,
98810,An imam and a worshipper were shot dead in New York. Is hate speech by political leaders to blame?,post,"This is what the country will become of trump is president! Nothing but hate and greed and bigotry. We need to tick together now more than ever. Regardless of race, religious or political views were all human. Don't let them divide and conquer us!",Hateful,Specific person,Politics,,,
99221,"“If I was president, I would clean up all the blood.”

These kids lived through war. Their words are going to break your heart.",post,"So dearest world leaders involved/criminals of war, is this what your parents raise you to be? War activator and destroys someone's home, family and lives just to give/steal/create a better lifestyle for your people whom hated the war as well? Disgusting  retards...!!! Do your child have a dream? So are these kids!",Hateful,Humiliation,Politics,,,
99801,"Everyone is bracing for the election in their own way. Like, say, preparing an armed militia.",post,"I hate more than 90% of the politicians in general but when they say American politicians, I throw up. 
You guys are bombarding 7 different countries in the middle east because some bad guys in those countries are illegally armed, meanwhile in your own country you're letting people get armed legally, build militia groups just legally and get legally trained to be the future vigilantes? What exactly would you guys call them once they started killing people?
Well I am sure not terrorists because the word terrorist is more likely explained as ""A Muslim who constitutes danger to a society"" since if the trouble maker is of any other religion than islam s/he is a psychopath or a depression patient. 
The Machete guy ""Richard White"" in New Orleans, Sueng-Hui Cho in Virginia or Adam Lanza ""shooter at Sandy hook elementary school"" were never reported terrorists but Omar Mateen was repeatedly reported as a terrorist.",Hateful,Politics,,,,
104444,He's Muslim. He's Afghan. And he's willing to die for America.,post,Elites job: make an afghan terrorist make another one hero just for profit/propaganda who the hell cares he could be an afghan police officer in Afghanistan but why he isn't! I don't appreciate that bro to serve for the morons to serve for elites to serve for those whose bombarding your motherland everyday whose killing your country men who's supporting both side of war in your country! I don't blame you I blame your feelings your greed shame on you/Shame on us !,Hateful,Towards wealthy people,,,,
104999,"What's so bad about colonization? Forget rapes and massacres, it was just a sharing of culture, according to this French politician.",post,"1st you stop calling this colonization. Europe couldn't survive without the billions/trillions stolen in taxes from Africa annually. Europe, Israel, Saudi Arabia, United States evil cells are ""Foreign Terrorists"" murdering through genocide wars for land, oil, gold and other resources, raping to whitewash generations of families, stealing and destroying the country written and historical artifacts, set up racist caste system for internal fighting, setup BS government and puppets leaders to ensure the citizens are controlled and will pay Terrorist taxes forever.",Hateful,Accusations,Specific nation(s),,,
106379,"Skin bleaching is a global phenomenon. But in Ghana, there's a new generation of women who are fighting back against the social pressure to lighten.",post,"I hate this so much.  What have we done in the world that makes such a large group of people reject this part of themselves?  That there's so many people who value something so greatly outside of what they are, and that there's such a big industry capitalizing off of people not feeling good enough as they are.  I hate that we've made people feel this way.",Hateful,Humanity,,,,
107395,Construction on part of the Dakota Access oil pipeline has paused after hundreds of people gathered to protest near Standing Rock Reservation.,post,"You got that right always taking what is not there's ,the nations have owned this land since the beginning of time,greedy assholes always taking people's land kiss my ass you dumb asses, is that what you greedy people teach your kids that's why this worlds all fucked up.im out yeaaaaaa booooooooooooy",Hateful,Swearing,Humanity,,,
108735,Watch this Muslim-American political candidate shut down a journalist.,post,"Fu....kin Hypocrites !! Does she not see the mass killings of human being by Americans ? Be it Boming Japan ,Iraq,Syria,Afghanistan African and Asian countries? You have killer millions for oil and power greed that's ok ? But one Muslim or not God knows do something stupid normally funded and train by CIA you make accountable the entire Muslim world for that? You Americans have the blood of billions on your hands starting from the killings of Red Indians.",Hateful,Specific nation(s),Swearing,,,
109019,This restaurant is serving free meals for the needy and displaced during Ramadan.,post,"USA's Greed made millions of people homeless, jobless, starved and sometime, dead in Iraq.

The schemers of 'False Flag of WMD' are still at large...",Hateful,Specific nation(s),Accusations,,,
110140,This is the first video from a fatal police shooting released under a new law in Chicago.,post,I've ran from the cops in a car before an went to jail for it an as soon as he hit that cop car he can be charged with attempted murder by motor vehicle so it's really not a surprise that they shot him I hate cops but this ones justified.. but everything is about race now so let's make it a black an white thing like every fucking thing else,Hateful,Towards law enforcement,,,,
111049,"“He's a punk, he's a dog, he's a pig.” 

Robert De Niro gives his two cents on Donald Trump – Taxi-Driver style.",post,"so the media and Hollywood are not directly doing publicity for Hillary ,, but in a way or in another they keep toasting trump trying to change the public direction towards hillary, i hate both but i think hillary is so desperate ...",Hateful,Politics,Specific person,,,
112612,This student's bus driver poured water on him and scolded him for speaking Spanish.,post,"I hate this stupid video. It highlights all of the bad things that happened, and it doesn't bother mentioning how disrespectful the students on the bus were being. This lady's life is being ruined because she made ONE mistake. Proves how screwed up this society is.",Hateful,Humanity,,,,
113866,Thousands marched in protest of the violent treatment of the Rohingya by Myanmar.,post,AJ+ ... what kind of media is that ?? Giving wrong info to the world and being biased .. is that good for u ?u dont even know Daw Aung San Su kyi not our president but the state counsellor .. one more thing do u even know what is happening down there ?? Pls make sure u know what are the right resources .. pls see for both sides... this is the job of the good media... Rohingya is not Myanmar Nationality... So we send them back because they r illegal immigrants with the fake ID... pls be fair... but not dull... make sure u know which is right and pls take down this bloody biased video...,Hateful,Towards AJ+,,,,
113928,Thousands marched in protest of the violent treatment of the Rohingya by Myanmar.,post,"Oh, that is wrong question #AJ+. You should ask those so-called illegal immigrants, why are you burning down your own house? They will answer that ""we just want the attention"". Watch out AJ, you stupid media, LIAR.",Hateful,Towards AJ+,Xenophobia,,,
115781,Japanese Deal With ISIS By Mocking Them \u2013 ISIS Supporters Respond,video,"HELLO, YOU UGLY DIRTY ALIEN=Gimmeaflakeman!
IS THIS YOUR VIDEO TOO?  YOU’VE UPLOADED ABOUT 2000 VIDEOS ON YOUTUBE, RIGHT?
STOP ACTING LIKE AN AMERICAN, CUZ REAL AMERICANS DON’T LOOK LIKE YOU.
REAL AMERICANS DON’T’ TALK LIKE YOU.
DON’T TELL JAPANESE THAT YOU’RE AN AMERICAN, YOU’RE JUST ANOTHER STUPID IMMIGRANT!
DON’T RUIN AMERICA’S REPUTATION!
DON’T RUIN JAPAN’S REPUTATION!
DON’T FORGET, YOU DON’T HAVE ROUND EYES, YOU DON’T HAVE SLANTY EYES, YOU LOOK LIKE UFO!
YOU KNOW WHY JAPANESE PEOPLE STARE AT YOU?  CUZ YOU’RE HIDEOUSLY UGLY! HAAAAAAAAAAAAAAAAAAA  UFO HAAAAAAAAAAAAAAAAAAAAAAAAAAAA",Hateful,Xenophobia,,,,
115795,Japanese Deal With ISIS By Mocking Them \u2013 ISIS Supporters Respond,video,"The Islamic State thugs are inspired by Satan. Their behavior is demonic. Their hatred and contempt for women is demonic. The murders and rapes they have committed in God's name, the burning of the young Jordanian pilot--all these attitudes and actions are clearly demonic. Therefore, it seems clear that the decent people of the world, Muslim and non-Muslim alike, have a duty to fight these vicious IS brutes, any way we can--and using humor is just one way fight back. Remember the words of Thomas More, ""The devil, the proud spirit, cannot endure to be mocked..."" ",Hateful,Towards Islam,,,,
116010,"President-elect Donald Trump is promising to heal divisions.

But didn't he create a few of them?",post,"their rapists, not they're rapists. he didn't call all mexicans rapist. i hate donald trump as much as the next man, but this is what the media does. misconstrue words and get people psyched up. y'all some sheeple. go read a david icke book or something.",Hateful,Specific person,,,,
116177,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,Ban Islamic culture from Germany,Hateful,Towards Islam,,,,
116182,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,Every Muslim country is completely backwards. They are violent savage hell holes.  The Average national IQ of Middle eastern countries is 80.  That's borderline retarded by Western Standards. So obviously the influx of these violent savages is at odds with Germany.,Hateful,Towards Islam,Humiliation,,,
116187,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,You are not welcome in Europe and never will be.,Hateful,Towards Islam,,,,
116212,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,then the thing is go back to your country and fight for your country......you left people there who are fighting to take back what is theirs.,Hateful,Xenophobia,,,,
116215,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,Immigrants Scum from the middle east has turn my Clean European City in a Baghdad Ghetto Slum.. Thanks Germany.. :( Keep Fighting my EU Brothers and Sister against invasion of these parasite freeloaders.. We Support you..!! No more Refugees!!,Hateful,Xenophobia,,,,
116217,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,I see this has gone well...Islam is a disease..,Hateful,Towards Islam,,,,
116222,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,I can't believe there letting Africans in Europe with how the ended up in America.   It's a fucking joke.,Hateful,Xenophobia,,,,
116224,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,good for u Germany! ! it's about fucken time they take a stand !!!!! HH,Hateful,Xenophobia,,,,
116226,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,fucking giving these animals free apartments and food is a discrace they aren't even fucking contributing what a joke sorry germany,Hateful,Xenophobia,,,,
116227,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,Germany cant continue to let these animals in. Germany feels it has to fucking give there country away and be so fucking nice just because Hitler is in there history. These animals don't have fucking librals values don't let them come what kinda of men leave there country when its being taken over by savages anyway. I would never leave my country if it was under attack I would die here and any fucking respectable man would do the same.,Hateful,Xenophobia,,,,
116230,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,"I am refugees I am human  , I hate you channel",Hateful,Towards AJ+,,,,
116236,Refugees Unwelcome: The Fight Over Germany's Surge In Refugees,video,"It is absolutely stunning to see a society as brilliant, efficient and clean as Germany become so stupid and inept about the dangers they are putting their people in.",Hateful,Xenophobia,,,,
